y,x,data
37.668593779851875,-119.07335180270779,-9999.0
37.668593779851875,-119.07235180270779,-9999.0
37.668593779851875,-119.0713518027078,-9999.0
37.668593779851875,-119.07035180270779,-9999.0
37.668593779851875,-119.06935180270779,-9999.0
37.668593779851875,-119.0683518027078,-9999.0
37.668593779851875,-119.06735180270779,-9999.0
37.668593779851875,-119.06635180270779,-9999.0
37.668593779851875,-119.0653518027078,-9999.0
37.668593779851875,-119.06435180270779,-9999.0
37.668593779851875,-119.06335180270779,-9999.0
37.668593779851875,-119.0623518027078,-9999.0
37.668593779851875,-119.06135180270779,-9999.0
37.668593779851875,-119.06035180270779,-9999.0
37.668593779851875,-119.0593518027078,-9999.0
37.668593779851875,-119.05835180270779,-9999.0
37.668593779851875,-119.05735180270779,-9999.0
37.668593779851875,-119.0563518027078,-9999.0
37.668593779851875,-119.05535180270779,-9999.0
37.668593779851875,-119.05435180270779,-9999.0
37.668593779851875,-119.0533518027078,-9999.0
37.668593779851875,-119.05235180270779,-9999.0
37.668593779851875,-119.05135180270779,-9999.0
37.668593779851875,-119.0503518027078,-9999.0
37.668593779851875,-119.04935180270779,-9999.0
37.668593779851875,-119.04835180270778,-9999.0
37.668593779851875,-119.0473518027078,-9999.0
37.668593779851875,-119.04635180270779,-9999.0
37.668593779851875,-119.04535180270778,-9999.0
37.668593779851875,-119.0443518027078,-9999.0
37.668593779851875,-119.04335180270779,-9999.0
37.668593779851875,-119.04235180270778,-9999.0
37.668593779851875,-119.0413518027078,-9999.0
37.668593779851875,-119.04035180270779,-9999.0
37.668593779851875,-119.03935180270778,-9999.0
37.668593779851875,-119.0383518027078,-9999.0
37.668593779851875,-119.03735180270779,-9999.0
37.668593779851875,-119.03635180270778,-9999.0
37.668593779851875,-119.0353518027078,-9999.0
37.668593779851875,-119.03435180270779,-9999.0
37.668593779851875,-119.03335180270778,-9999.0
37.668593779851875,-119.0323518027078,-9999.0
37.668593779851875,-119.03135180270779,-9999.0
37.668593779851875,-119.03035180270778,-9999.0
37.668593779851875,-119.0293518027078,-9999.0
37.668593779851875,-119.02835180270779,-9999.0
37.668593779851875,-119.02735180270778,-9999.0
