y,x,data
37.22034258766223,-119.15831258102038,-9999.0
37.22034258766223,-119.14831258102038,-9999.0
37.22034258766223,-119.13831258102039,-9999.0
37.22034258766223,-119.12831258102038,-9999.0
37.22034258766223,-119.11831258102038,-9999.0
37.22034258766223,-119.10831258102039,-9999.0
37.22034258766223,-119.09831258102038,-9999.0
37.22034258766223,-119.08831258102039,-9999.0
37.22034258766223,-119.07831258102038,-9999.0
37.22034258766223,-119.06831258102038,-9999.0
37.22034258766223,-119.05831258102039,-9999.0
37.22034258766223,-119.04831258102038,-9999.0
37.22034258766223,-119.03831258102038,-9999.0
37.22034258766223,-119.02831258102039,-9999.0
37.22034258766223,-119.01831258102038,-9999.0
37.22034258766223,-119.00831258102038,-9999.0
37.22034258766223,-118.99831258102039,-9999.0
37.22034258766223,-118.98831258102038,-9999.0
37.22034258766223,-118.97831258102038,-9999.0
37.22034258766223,-118.96831258102038,-9999.0
37.22034258766223,-118.95831258102038,-9999.0
37.22034258766223,-118.94831258102039,-9999.0
37.22034258766223,-118.93831258102038,-9999.0
37.22034258766223,-118.92831258102038,-9999.0
37.22034258766223,-118.91831258102039,-9999.0
37.22034258766223,-118.90831258102038,-9999.0
37.22034258766223,-118.89831258102038,-9999.0
37.22034258766223,-118.88831258102039,-9999.0
37.22034258766223,-118.87831258102038,-9999.0
37.22034258766223,-118.86831258102038,-9999.0
37.22034258766223,-118.85831258102039,-9999.0
37.22034258766223,-118.84831258102038,-9999.0
37.22034258766223,-118.83831258102039,-9999.0
37.22034258766223,-118.82831258102038,-9999.0
37.22034258766223,-118.81831258102038,-9999.0
37.22034258766223,-118.80831258102039,-9999.0
37.22034258766223,-118.79831258102038,-9999.0
37.22034258766223,-118.78831258102038,-9999.0
37.22034258766223,-118.77831258102039,-9999.0
37.22034258766223,-118.76831258102038,-9999.0
37.22034258766223,-118.75831258102038,-9999.0
37.22034258766223,-118.74831258102039,-9999.0
37.22034258766223,-118.73831258102038,-9999.0
37.22034258766223,-118.72831258102038,-9999.0
37.22034258766223,-118.71831258102038,-9999.0
37.22034258766223,-118.70831258102038,-9999.0
37.22034258766223,-118.69831258102039,-9999.0
37.22034258766223,-118.68831258102038,-9999.0
37.22034258766223,-118.67831258102038,-9999.0
37.22034258766223,-118.66831258102039,-9999.0
37.22034258766223,-118.65831258102038,-9999.0
37.22034258766223,-118.64831258102038,-9999.0
37.22034258766223,-118.63831258102039,-9999.0
37.22034258766223,-118.62831258102038,-9999.0
37.22034258766223,-118.61831258102038,-9999.0
37.22034258766223,-118.60831258102039,-9999.0
37.22034258766223,-118.59831258102038,-9999.0
37.22034258766223,-118.58831258102039,-9999.0
37.22034258766223,-118.57831258102038,-9999.0
37.22034258766223,-118.56831258102038,-9999.0
37.22034258766223,-118.55831258102039,-9999.0
37.22034258766223,-118.54831258102038,-9999.0
37.22034258766223,-118.53831258102038,-9999.0
37.22034258766223,-118.52831258102039,-9999.0
37.22034258766223,-118.51831258102038,-9999.0
37.22034258766223,-118.50831258102038,-9999.0
37.22034258766223,-118.49831258102039,-9999.0
37.22034258766223,-118.48831258102038,-9999.0
37.22034258766223,-118.47831258102038,-9999.0
37.22034258766223,-118.46831258102038,-9999.0
37.22034258766223,-118.45831258102038,-9999.0
37.22034258766223,-118.44831258102039,-9999.0
37.22034258766223,-118.43831258102038,-9999.0
37.22034258766223,-118.42831258102038,-9999.0
37.22034258766223,-118.41831258102039,-9999.0
37.22034258766223,-118.40831258102038,-9999.0
37.22034258766223,-118.39831258102038,-9999.0
37.22034258766223,-118.38831258102039,-9999.0
37.22034258766223,-118.37831258102038,-9999.0
37.22034258766223,-118.36831258102038,-9999.0
37.22034258766223,-118.35831258102039,-9999.0
37.22034258766223,-118.34831258102038,-9999.0
37.22034258766223,-118.33831258102039,-9999.0
37.22034258766223,-118.32831258102038,-9999.0
37.21034258766223,-119.15831258102038,-9999.0
37.21034258766223,-119.14831258102038,-9999.0
37.21034258766223,-119.13831258102039,-9999.0
37.21034258766223,-119.12831258102038,-9999.0
37.21034258766223,-119.11831258102038,-9999.0
37.21034258766223,-119.10831258102039,-9999.0
37.21034258766223,-119.09831258102038,-9999.0
37.21034258766223,-119.08831258102039,-9999.0
37.21034258766223,-119.07831258102038,-9999.0
37.21034258766223,-119.06831258102038,-9999.0
37.21034258766223,-119.05831258102039,-9999.0
37.21034258766223,-119.04831258102038,-9999.0
37.21034258766223,-119.03831258102038,-9999.0
37.21034258766223,-119.02831258102039,-9999.0
37.21034258766223,-119.01831258102038,-9999.0
37.21034258766223,-119.00831258102038,-9999.0
37.21034258766223,-118.99831258102039,-9999.0
37.21034258766223,-118.98831258102038,-9999.0
37.21034258766223,-118.97831258102038,-9999.0
37.21034258766223,-118.96831258102038,-9999.0
37.21034258766223,-118.95831258102038,-9999.0
37.21034258766223,-118.94831258102039,-9999.0
37.21034258766223,-118.93831258102038,-9999.0
37.21034258766223,-118.92831258102038,-9999.0
37.21034258766223,-118.91831258102039,-9999.0
37.21034258766223,-118.90831258102038,-9999.0
37.21034258766223,-118.89831258102038,-9999.0
37.21034258766223,-118.88831258102039,-9999.0
37.21034258766223,-118.87831258102038,-9999.0
37.21034258766223,-118.86831258102038,-9999.0
37.21034258766223,-118.85831258102039,-9999.0
37.21034258766223,-118.84831258102038,-9999.0
37.21034258766223,-118.83831258102039,-9999.0
37.21034258766223,-118.82831258102038,-9999.0
37.21034258766223,-118.81831258102038,-9999.0
37.21034258766223,-118.80831258102039,-9999.0
37.21034258766223,-118.79831258102038,-9999.0
37.21034258766223,-118.78831258102038,-9999.0
37.21034258766223,-118.77831258102039,-9999.0
37.21034258766223,-118.76831258102038,-9999.0
37.21034258766223,-118.75831258102038,-9999.0
37.21034258766223,-118.74831258102039,-9999.0
37.21034258766223,-118.73831258102038,-9999.0
37.21034258766223,-118.72831258102038,-9999.0
37.21034258766223,-118.71831258102038,-9999.0
37.21034258766223,-118.70831258102038,-9999.0
37.21034258766223,-118.69831258102039,-9999.0
37.21034258766223,-118.68831258102038,-9999.0
37.21034258766223,-118.67831258102038,-9999.0
37.21034258766223,-118.66831258102039,-9999.0
37.21034258766223,-118.65831258102038,-9999.0
37.21034258766223,-118.64831258102038,-9999.0
37.21034258766223,-118.63831258102039,-9999.0
37.21034258766223,-118.62831258102038,-9999.0
37.21034258766223,-118.61831258102038,-9999.0
37.21034258766223,-118.60831258102039,-9999.0
37.21034258766223,-118.59831258102038,-9999.0
37.21034258766223,-118.58831258102039,-9999.0
37.21034258766223,-118.57831258102038,-9999.0
37.21034258766223,-118.56831258102038,-9999.0
37.21034258766223,-118.55831258102039,-9999.0
37.21034258766223,-118.54831258102038,-9999.0
37.21034258766223,-118.53831258102038,-9999.0
37.21034258766223,-118.52831258102039,-9999.0
37.21034258766223,-118.51831258102038,-9999.0
37.21034258766223,-118.50831258102038,-9999.0
37.21034258766223,-118.49831258102039,-9999.0
37.21034258766223,-118.48831258102038,-9999.0
37.21034258766223,-118.47831258102038,-9999.0
37.21034258766223,-118.46831258102038,-9999.0
37.21034258766223,-118.45831258102038,-9999.0
37.21034258766223,-118.44831258102039,-9999.0
37.21034258766223,-118.43831258102038,-9999.0
37.21034258766223,-118.42831258102038,-9999.0
37.21034258766223,-118.41831258102039,-9999.0
37.21034258766223,-118.40831258102038,-9999.0
37.21034258766223,-118.39831258102038,-9999.0
37.21034258766223,-118.38831258102039,-9999.0
37.21034258766223,-118.37831258102038,-9999.0
37.21034258766223,-118.36831258102038,-9999.0
37.21034258766223,-118.35831258102039,-9999.0
37.21034258766223,-118.34831258102038,-9999.0
37.21034258766223,-118.33831258102039,-9999.0
37.21034258766223,-118.32831258102038,-9999.0
37.20034258766223,-119.15831258102038,-9999.0
37.20034258766223,-119.14831258102038,-9999.0
37.20034258766223,-119.13831258102039,-9999.0
37.20034258766223,-119.12831258102038,-9999.0
37.20034258766223,-119.11831258102038,-9999.0
37.20034258766223,-119.10831258102039,-9999.0
37.20034258766223,-119.09831258102038,-9999.0
37.20034258766223,-119.08831258102039,-9999.0
37.20034258766223,-119.07831258102038,-9999.0
37.20034258766223,-119.06831258102038,-9999.0
37.20034258766223,-119.05831258102039,-9999.0
37.20034258766223,-119.04831258102038,-9999.0
37.20034258766223,-119.03831258102038,-9999.0
37.20034258766223,-119.02831258102039,-9999.0
37.20034258766223,-119.01831258102038,-9999.0
37.20034258766223,-119.00831258102038,-9999.0
37.20034258766223,-118.99831258102039,-9999.0
37.20034258766223,-118.98831258102038,-9999.0
37.20034258766223,-118.97831258102038,-9999.0
37.20034258766223,-118.96831258102038,1.1904235
37.20034258766223,-118.95831258102038,-9999.0
37.20034258766223,-118.94831258102039,-9999.0
37.20034258766223,-118.93831258102038,-9999.0
37.20034258766223,-118.92831258102038,1.3259745
37.20034258766223,-118.91831258102039,1.3618282
37.20034258766223,-118.90831258102038,1.3172202
37.20034258766223,-118.89831258102038,1.311179
37.20034258766223,-118.88831258102039,-9999.0
37.20034258766223,-118.87831258102038,-9999.0
37.20034258766223,-118.86831258102038,-9999.0
37.20034258766223,-118.85831258102039,-9999.0
37.20034258766223,-118.84831258102038,-9999.0
37.20034258766223,-118.83831258102039,-9999.0
37.20034258766223,-118.82831258102038,-9999.0
37.20034258766223,-118.81831258102038,-9999.0
